Name,Age,Gender,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
Karen Ramsey,14,Other,11th,5.8,9.3,86,4,0.7,2,9,6,0,0.6,44,12,0.2,2.3,1.1,Gaming,8,8.0,6.9
Shelia Perkins,15,Other,9th,4.4,3.2,57,0,1.0,4,10,1,0,0.5,27,5,2.7,1.0,0.8,Education,3,1.1,8.0
Angelica Moon,16,Female,11th,6.7,7.9,87,8,1.6,9,7,2,0,0.6,135,14,2.8,1.4,0.6,Other,5,6.5,10.0
Martin Hammond,16,Female,8th,5.8,7.6,87,9,1.1,10,1,1,1,1.5,71,8,2.3,0.6,2.7,Other,4,6.2,7.9
Ashley Lin,18,Other,8th,6.6,3.6,71,3,2.2,2,9,1,1,1.2,145,13,3.1,1.4,1.7,Other,5,5.6,10.0
Emily Wells,17,Female,10th,7.6,3.9,81,7,0.7,8,6,7,1,2.1,50,6,1.6,0.0,1.3,Education,7,10.1,9.4
Alyssa Soto,14,Male,7th,6.4,5.5,82,7,0.5,1,9,9,1,0.3,64,12,5.0,0.3,0.0,Gaming,2,8.7,10.0
Alexandria Carr,16,Female,10th,1.7,5.2,68,9,2.7,5,3,6,0,1.6,124,8,2.4,1.0,1.1,Social Media,10,6.7,6.6
Amanda Webster,16,Other,9th,5.6,7.0,85,10,0.9,8,10,5,0,0.7,141,14,2.5,0.0,1.5,Social Media,2,8.3,10.0
Jared Brown,13,Female,7th,2.9,8.3,50,1,0.0,6,4,2,1,0.7,53,18,2.7,2.9,1.0,Other,1,3.7,9.0
William Saunders,17,Male,11th,4.2,6.9,87,9,0.2,9,6,6,1,1.0,117,13,1.3,2.3,1.1,Browsing,10,2.3,9.3
Traci Nielsen,14,Other,10th,4.9,6.8,91,3,2.3,7,5,7,0,1.5,77,16,3.0,1.9,0.6,Browsing,7,2.1,10.0
Sarah Lam,17,Female,12th,3.8,9.7,75,8,0.8,6,10,4,1,1.4,115,10,1.0,2.6,2.2,Browsing,5,6.3,6.8
Connor Burke,14,Other,9th,7.1,5.0,82,0,0.8,10,9,10,1,1.3,28,15,2.2,0.7,0.6,Other,3,3.2,10.0
Angel Hopkins,18,Other,9th,5.5,5.3,100,8,1.8,7,3,3,1,1.5,148,20,2.7,0.7,1.5,Education,5,6.1,10.0
Jessica Walker,15,Male,8th,4.3,6.1,59,10,0.6,4,3,6,0,0.6,88,15,2.0,0.3,0.2,Other,8,2.6,8.3
Ms. Megan Doyle MD,15,Female,11th,2.6,7.1,78,7,1.4,7,10,8,0,1.5,129,20,3.3,3.2,0.2,Other,3,8.1,10.0
Lori Leonard,18,Male,7th,3.4,8.0,51,9,0.3,10,10,2,0,0.6,98,6,2.6,2.3,1.7,Other,4,2.7,7.5
Jorge Cox,17,Other,12th,3.5,7.2,65,4,1.2,2,8,8,1,0.1,113,12,0.8,0.6,1.2,Social Media,2,6.0,6.0
Andrew Porter,15,Female,10th,7.0,7.6,87,5,0.0,7,6,10,0,0.9,32,18,2.0,0.0,0.6,Education,2,4.7,9.4
Isabel Hicks,17,Male,9th,4.3,3.9,56,8,1.0,2,6,3,1,1.1,22,11,1.6,1.6,0.4,Browsing,7,3.1,8.2
Jay Higgins,18,Other,9th,7.5,5.0,54,2,0.6,5,2,1,1,1.8,106,18,1.8,1.2,2.8,Gaming,9,6.6,10.0
Kelsey Kemp,14,Female,11th,4.6,7.1,58,7,0.8,9,5,2,0,0.8,55,14,2.1,1.4,2.5,Social Media,10,4.7,8.4
Matthew Miller,15,Other,11th,4.7,8.9,87,7,1.1,10,4,8,1,1.3,87,12,3.1,1.4,1.0,Other,10,3.2,8.9
Donna Jones DDS,19,Male,9th,5.3,4.4,85,7,2.0,9,3,3,0,1.6,49,14,2.4,1.4,1.0,Social Media,10,5.3,10.0
Devin Smith,16,Female,12th,6.6,7.0,99,10,3.4,8,6,1,0,1.2,127,12,3.4,2.9,1.6,Other,5,8.1,10.0
Kimberly Hamilton,13,Female,7th,4.2,6.5,70,5,1.0,8,9,1,1,1.8,71,5,1.7,2.4,1.1,Social Media,7,5.0,7.5
Richard Nichols,15,Other,7th,5.4,8.7,61,4,0.2,9,9,5,1,1.6,95,18,3.4,3.1,1.2,Browsing,4,4.0,10.0
Nina Kent,15,Female,8th,1.2,8.2,77,2,1.3,1,2,4,0,0.8,150,17,2.9,2.3,0.9,Other,9,6.9,8.7
Donna Gregory,13,Female,7th,3.6,7.7,51,3,0.3,3,1,10,0,0.9,81,12,2.9,1.5,1.4,Browsing,7,7.5,8.2
Joshua Cox,16,Female,8th,4.1,6.0,80,6,1.3,9,2,9,1,1.0,149,14,1.8,1.9,1.2,Browsing,1,5.8,10.0
James Williams,16,Female,9th,6.1,7.3,70,7,0.7,7,4,6,1,1.0,123,9,2.9,1.0,1.0,Other,4,5.1,10.0
David Dixon,19,Male,8th,3.5,4.5,73,0,2.0,7,3,5,0,0.2,60,9,1.7,1.9,0.5,Education,9,6.1,7.8
Jessica Schroeder,19,Other,7th,2.3,4.5,61,2,0.3,2,9,3,0,0.2,78,9,1.9,3.1,0.5,Education,9,6.2,8.4
Kimberly Odom,13,Female,7th,5.3,5.9,83,5,1.4,2,2,8,0,0.4,97,5,2.7,0.9,2.3,Browsing,5,4.7,8.9
Katherine Mcgee,17,Female,10th,4.5,6.3,72,9,2.0,6,9,10,1,1.1,93,14,3.1,0.8,0.7,Browsing,9,4.1,9.9
Erica Delgado MD,15,Female,11th,6.6,4.2,61,3,1.0,6,3,6,1,1.3,86,13,2.2,3.2,0.7,Gaming,5,5.4,10.0
Heather Owens,14,Other,8th,2.5,9.8,59,4,1.7,3,6,6,0,0.9,46,9,1.6,0.9,0.8,Education,6,3.3,2.8
Anna Collins,16,Other,7th,4.1,6.9,99,8,0.0,10,2,6,0,2.2,31,13,1.8,2.2,1.7,Other,10,6.3,7.9
Joshua Charles,16,Male,9th,1.7,7.3,92,7,1.9,6,8,5,1,1.7,39,12,3.8,1.1,1.3,Education,8,6.6,6.1
Julie Hogan,15,Other,11th,7.6,5.7,56,1,0.0,7,1,7,0,1.0,75,14,1.6,1.1,1.4,Browsing,6,4.1,10.0
Juan Johnson,18,Female,9th,3.9,7.2,80,3,2.7,10,4,4,1,0.7,92,16,1.1,2.5,0.3,Gaming,3,6.3,8.9
Tiffany Brown,18,Other,9th,6.2,7.2,58,10,0.7,3,6,4,1,1.0,31,12,2.3,0.5,2.4,Social Media,7,7.5,8.4
Kenneth Meadows,14,Male,11th,7.3,6.6,99,2,1.8,1,2,9,0,0.7,30,9,3.8,1.1,0.6,Browsing,7,6.4,10.0
Bradley Gomez,18,Other,9th,8.4,6.9,75,0,1.8,1,6,4,1,1.3,48,10,1.3,1.7,0.3,Browsing,5,3.8,10.0
Melanie Singh,15,Male,9th,0.6,7.9,100,5,1.3,6,8,2,0,1.0,65,13,2.9,2.1,1.4,Other,3,4.6,5.6
Cynthia Bullock,15,Other,8th,7.1,4.9,66,3,0.6,10,7,1,0,0.4,121,14,3.2,1.4,0.8,Education,3,5.5,10.0
Jeffrey Banks,15,Other,9th,3.3,5.3,51,2,1.6,5,2,3,0,0.8,102,15,0.6,1.8,0.8,Gaming,1,3.5,8.1
John Ramos,14,Male,9th,1.3,7.6,66,5,1.7,1,3,1,1,1.7,69,16,2.8,2.1,0.6,Gaming,10,3.3,7.0
Jonathan Martinez,18,Female,9th,5.6,6.5,87,3,1.0,7,5,3,0,0.6,118,13,2.4,0.6,1.1,Education,7,2.9,10.0
Kelly Jones,15,Male,12th,3.4,6.1,99,8,0.2,10,5,10,0,1.3,85,19,2.0,1.6,0.3,Other,4,4.2,9.4
Cindy Mason,17,Female,7th,3.5,7.6,55,5,0.0,10,9,3,1,1.4,133,7,1.8,3.0,2.1,Other,4,4.0,8.6
Melanie Walsh,15,Male,8th,4.3,4.0,57,5,1.9,8,9,5,0,0.5,116,14,3.2,1.2,0.0,Browsing,4,5.4,10.0
Jay Davis,14,Male,10th,5.1,7.6,88,4,2.2,5,5,5,1,0.6,105,11,2.9,1.9,1.4,Education,6,8.2,10.0
Elizabeth Ayala,15,Male,11th,2.5,6.2,75,7,0.0,10,5,7,0,0.9,112,12,3.5,2.6,1.5,Other,9,5.6,10.0
Nicholas Fisher,17,Male,7th,6.3,3.7,71,2,0.5,5,9,10,0,0.8,120,7,2.5,1.8,0.8,Other,5,5.7,10.0
Elizabeth Clark,16,Male,11th,4.5,6.1,77,7,0.0,5,9,7,1,1.1,114,17,2.4,1.6,1.4,Education,6,5.7,10.0
David Good,14,Male,11th,5.0,6.8,51,6,0.0,10,7,9,0,0.4,150,9,1.7,0.6,0.7,Other,1,5.9,8.7
Sandra Parker,17,Male,7th,8.5,9.3,69,4,0.5,8,6,7,0,1.6,119,13,1.8,2.1,1.0,Browsing,10,5.5,10.0
Jill Espinoza,15,Other,11th,4.9,6.3,85,3,0.7,10,7,1,1,0.6,88,10,3.7,2.2,0.8,Other,5,3.4,10.0
David Solis,17,Female,7th,6.2,7.0,59,1,1.4,2,1,1,0,1.3,84,19,2.4,2.0,2.6,Browsing,5,9.6,10.0
Alyssa Mayer,13,Male,12th,1.3,3.4,68,9,1.0,1,10,9,1,1.4,95,5,2.1,0.0,0.7,Other,2,7.7,4.6
Christian Rivas,15,Female,7th,2.3,4.1,54,7,1.3,10,4,10,1,1.9,97,12,0.9,3.1,1.7,Browsing,5,12.3,8.6
Brittany Martinez,16,Other,7th,5.7,6.4,87,10,1.0,1,7,4,1,0.1,142,19,1.6,1.6,0.0,Social Media,2,6.5,10.0
Jennifer Thomas,15,Male,7th,5.5,10.0,61,0,0.5,8,9,7,0,0.7,81,10,2.7,1.2,0.4,Social Media,5,6.7,8.0
Shannon Gonzalez,13,Other,10th,4.4,6.2,52,10,1.1,2,5,4,0,1.3,57,6,3.7,0.0,1.0,Gaming,3,9.3,7.3
Christopher Moses,16,Female,8th,2.0,5.1,68,6,0.4,3,5,2,0,1.4,30,16,1.2,1.0,2.7,Browsing,9,6.1,5.4
Robert Smith,13,Other,9th,4.8,6.4,99,0,0.5,1,4,9,1,1.1,143,12,2.2,1.5,0.7,Other,8,5.5,10.0
Brandon Barber,15,Female,8th,6.4,6.0,65,4,0.2,5,5,8,1,1.0,53,19,1.8,3.3,0.5,Gaming,9,6.9,10.0
Michael Ware,17,Female,9th,2.6,8.9,72,5,1.5,6,6,6,0,1.4,127,15,3.5,0.5,1.4,Education,1,5.0,7.7
Jeffrey Hall,15,Other,8th,7.1,7.8,74,3,0.6,4,3,9,1,1.2,87,8,0.0,1.9,0.0,Education,9,8.6,8.4
Charles Davis,17,Other,12th,6.5,4.4,81,10,2.4,4,8,5,1,1.6,20,11,3.9,0.0,0.8,Social Media,10,7.3,10.0
Tiffany Burns,19,Other,8th,5.6,7.4,87,0,2.0,4,5,6,1,0.7,98,10,2.4,3.4,0.1,Other,2,8.4,10.0
James Collins,16,Male,9th,4.1,5.2,72,7,0.9,6,3,8,1,1.0,30,6,1.3,1.3,2.0,Other,7,5.4,5.9
James Gutierrez,18,Male,9th,5.1,4.6,94,8,1.0,2,4,9,1,0.0,84,19,2.0,1.9,0.8,Browsing,4,6.5,10.0
Ashley Choi,19,Male,7th,2.8,7.9,99,5,1.3,1,5,5,0,1.0,86,13,2.5,1.8,1.4,Browsing,2,1.3,7.5
Corey Reese,18,Male,8th,5.9,4.1,63,1,1.4,8,7,8,0,0.9,119,17,1.5,3.1,1.4,Browsing,10,9.6,10.0
William Mcintyre,13,Male,10th,1.4,7.4,79,10,0.1,1,8,4,1,0.7,21,6,1.8,0.3,0.4,Browsing,1,6.3,1.4
Logan Perry,19,Other,11th,6.4,6.6,72,9,0.4,8,1,8,1,1.4,105,19,2.1,1.4,1.6,Education,10,5.3,10.0
Amber Macias,18,Male,11th,3.4,8.4,81,7,0.3,2,7,3,1,1.0,98,17,2.2,2.2,1.2,Education,9,8.1,9.0
David Wilson,15,Female,11th,5.5,6.6,100,8,0.7,10,9,8,1,0.7,58,19,2.7,0.5,0.8,Other,9,4.8,10.0
Tyler Thomas,19,Female,12th,3.1,4.2,69,1,0.8,8,6,8,1,1.5,71,16,2.1,0.9,2.6,Social Media,7,12.0,8.6
Jeremy Nelson,17,Female,7th,6.3,8.4,84,8,1.6,9,8,5,1,1.4,58,5,3.2,1.7,0.5,Other,8,8.1,9.2
Joshua Bryant,17,Male,12th,5.4,7.9,83,5,1.8,4,2,2,1,0.6,91,14,1.5,2.7,0.7,Education,10,5.0,10.0
Michael Jordan,18,Female,7th,5.1,5.7,98,5,0.3,6,2,3,0,0.6,45,6,2.8,0.3,1.2,Social Media,8,9.3,7.5
Angela Simmons,17,Female,11th,7.1,7.3,85,6,0.0,9,7,5,0,1.1,92,11,2.8,1.3,0.0,Education,8,7.5,10.0
Alicia Holmes,19,Female,10th,7.0,5.5,69,10,1.7,5,4,9,1,0.8,114,5,1.9,0.7,1.2,Other,10,5.8,10.0
Robin Shelton,15,Male,11th,7.2,8.4,96,4,1.0,9,1,2,1,0.8,24,5,2.9,0.8,1.1,Browsing,10,9.6,8.2
Kimberly Munoz,16,Female,8th,4.5,6.7,80,7,1.4,6,1,5,0,1.1,49,15,3.4,1.2,1.7,Browsing,2,6.8,9.7
Jennifer Villa,14,Other,7th,3.3,8.2,72,5,1.5,9,8,7,1,0.6,67,15,2.7,2.3,0.7,Social Media,10,4.4,8.5
Tyler Villanueva,15,Male,9th,3.9,5.5,70,10,1.1,2,6,4,0,0.8,51,10,1.3,1.8,0.2,Other,1,4.0,7.3
Garrett Walker,14,Other,8th,5.2,6.8,70,9,1.1,4,7,3,0,1.0,84,15,1.3,0.8,0.9,Browsing,7,6.8,8.6
Mrs. Kayla Morris,18,Male,9th,2.5,7.6,82,4,0.9,9,3,1,0,1.6,43,18,1.8,2.7,2.3,Education,4,6.7,7.7
Denise Green,18,Female,10th,6.9,7.0,79,4,0.9,6,4,7,0,0.9,73,12,2.9,1.6,0.7,Other,4,4.1,10.0
Adam Young,14,Male,11th,1.3,8.7,62,0,1.1,1,1,7,1,1.6,135,11,2.3,1.7,1.7,Social Media,9,7.8,5.8
Dawn Green,17,Female,11th,7.5,6.6,58,5,0.1,6,2,7,1,1.0,77,16,0.9,0.9,1.7,Social Media,6,7.6,10.0
Marcus George,14,Female,9th,3.0,6.1,81,1,0.5,4,8,6,1,1.6,103,6,2.4,1.0,0.7,Other,4,5.1,6.6
Dr. Shelly Miller,13,Male,12th,4.5,6.9,84,4,1.0,6,9,3,0,1.0,48,12,1.8,1.7,0.5,Social Media,6,3.6,7.9
Jennifer Reed,14,Other,11th,4.1,3.0,93,9,0.7,7,4,5,0,1.1,81,15,3.6,1.2,1.7,Education,3,4.7,10.0
Steven Pineda,18,Other,9th,4.3,6.7,64,9,0.2,2,4,6,0,0.4,123,5,3.8,0.0,0.3,Other,4,4.7,8.2
Holly Flowers,19,Male,7th,7.2,9.8,86,4,1.2,3,3,5,0,1.1,140,20,1.9,0.0,0.9,Other,5,8.3,10.0
Phyllis Miller,14,Other,9th,5.3,6.3,82,7,1.7,10,6,4,0,1.2,59,17,3.1,1.3,0.6,Other,8,10.0,10.0
Kylie Tucker,18,Female,10th,0.8,8.9,59,8,0.9,4,6,7,0,1.0,138,9,3.3,2.9,1.0,Other,7,10.0,7.1
Gregory Hudson,15,Other,12th,5.6,6.3,53,5,1.5,5,7,8,0,0.8,82,10,1.5,0.6,1.7,Gaming,9,6.0,8.2
Courtney Rice,16,Other,11th,7.7,5.4,62,6,0.5,8,6,5,0,1.5,46,5,2.5,2.5,0.5,Education,10,3.8,10.0
Rita Wilson,17,Other,7th,3.6,4.8,95,3,0.1,9,9,3,1,1.3,89,10,3.9,2.1,2.4,Other,10,5.8,10.0
David Howell,14,Other,7th,6.1,4.8,68,0,2.4,6,8,5,0,0.8,87,19,4.2,0.0,1.7,Other,8,5.1,10.0
Bobby Anderson,13,Other,9th,4.2,3.8,93,4,1.2,2,2,7,0,1.1,96,14,3.2,1.7,0.9,Social Media,7,8.1,10.0
James Woodward,13,Female,8th,4.8,7.2,68,6,1.3,4,9,2,1,1.4,53,16,3.6,0.8,1.0,Education,9,7.2,9.9
Edward Krueger,18,Other,11th,7.8,7.8,57,2,0.2,6,1,6,0,1.3,147,19,0.0,2.0,0.0,Other,7,8.3,10.0
Joseph Gallegos,17,Female,11th,5.0,7.0,67,10,1.3,9,3,2,0,1.1,65,12,1.7,0.8,0.6,Other,10,5.9,7.7
Julie Jackson,18,Other,10th,5.3,8.9,98,4,0.0,7,2,1,1,0.9,59,10,2.5,0.5,1.5,Social Media,1,10.5,7.0
James Adams,16,Female,12th,4.8,6.7,65,4,1.1,10,4,3,0,0.4,67,6,3.9,2.0,0.9,Browsing,10,6.8,9.9
Kendra Graham,14,Male,8th,8.5,6.4,75,1,0.9,3,3,10,0,1.1,149,12,3.2,0.0,0.7,Education,8,2.9,10.0
Kristin Lopez,17,Male,9th,8.4,7.1,75,0,0.7,8,9,1,1,1.5,46,17,2.2,1.4,0.1,Browsing,6,7.3,10.0
Barbara Diaz,19,Other,7th,4.4,7.5,87,6,0.1,10,10,8,1,1.0,102,17,1.1,1.5,1.8,Other,10,3.7,8.7
Darren Johnson,17,Other,9th,5.2,7.2,86,2,0.9,10,4,6,1,1.5,50,19,2.6,1.0,2.4,Education,6,5.2,10.0
Jeremy Trevino,17,Other,7th,4.0,7.2,79,2,1.6,7,4,1,0,1.9,112,14,4.0,2.1,1.0,Social Media,10,5.5,10.0
Taylor Jones,13,Female,11th,2.9,4.7,63,0,0.0,3,8,4,0,1.0,90,19,1.6,0.6,0.4,Other,8,6.9,8.4
Brenda Smith,14,Male,9th,5.5,8.3,84,7,0.9,10,7,2,0,1.1,133,20,2.8,2.4,0.0,Other,4,7.5,10.0
Joshua Cox,19,Male,12th,6.3,6.1,98,0,0.7,2,6,10,1,0.5,113,14,3.2,0.4,1.3,Other,2,2.0,10.0
Bryan Scott,19,Female,12th,6.1,4.2,92,7,1.3,4,6,8,0,1.2,30,12,2.1,2.4,1.7,Social Media,4,6.7,10.0
Jason Stone,15,Female,9th,5.9,3.8,50,7,1.4,4,6,3,1,1.3,129,14,1.4,1.4,0.4,Gaming,2,9.3,10.0
Robert Dorsey,17,Other,11th,2.5,6.6,84,4,1.1,7,4,6,0,0.9,38,20,3.0,2.4,0.0,Browsing,3,3.8,9.4
Trevor Washington,16,Male,7th,4.9,5.8,75,1,0.6,7,2,6,0,1.5,44,6,1.8,1.0,0.3,Gaming,4,9.1,6.9
Kimberly Wells,16,Female,10th,8.0,8.5,51,5,1.5,8,7,6,0,0.3,68,14,1.7,1.7,1.4,Browsing,9,9.0,10.0
Kristi Peters,16,Female,8th,4.7,5.2,92,2,2.1,6,5,6,0,1.2,110,20,2.0,1.8,1.5,Gaming,2,7.3,10.0
Anthony Garcia,14,Other,10th,5.1,5.7,76,8,0.2,6,8,2,1,0.0,145,11,4.3,2.0,0.3,Other,7,4.1,10.0
David Young,14,Female,10th,6.0,5.0,89,0,0.8,5,6,4,0,0.6,140,15,2.7,0.0,1.0,Gaming,5,5.3,10.0
Omar Hodges,18,Female,7th,4.6,4.4,80,9,2.1,3,7,5,1,1.0,99,6,3.6,1.0,0.5,Other,7,4.9,10.0
Roberto Price,13,Male,9th,6.9,8.4,60,1,0.7,2,4,9,0,1.6,140,16,2.8,3.1,1.3,Gaming,8,5.8,10.0
Deborah Miller,16,Female,8th,3.4,8.6,63,1,1.8,1,3,3,0,2.5,110,6,4.9,1.1,2.2,Social Media,8,3.2,8.5
Keith Mccarthy,15,Female,8th,4.8,5.0,58,5,1.2,6,10,4,1,1.3,21,15,2.7,0.5,1.5,Gaming,10,7.3,8.9
Emily Jones,17,Other,9th,4.7,6.3,100,3,0.3,9,2,6,0,1.5,46,18,2.9,1.9,2.0,Gaming,8,8.1,10.0
Christina Miller,18,Female,9th,1.8,7.4,75,2,0.6,7,2,1,1,0.9,122,19,1.5,1.9,0.2,Browsing,9,8.6,7.7
Diana Ford,18,Male,10th,4.5,7.3,71,2,1.1,1,9,3,0,0.9,131,6,2.9,0.7,1.9,Education,4,5.0,8.3
Jennifer Brown,14,Male,8th,1.3,5.9,86,6,1.4,1,8,4,0,0.8,89,20,3.5,2.6,1.2,Browsing,3,8.5,10.0
Tyler West,15,Female,8th,3.7,6.6,63,10,0.1,7,3,5,1,1.2,42,14,2.0,2.4,1.1,Other,10,8.4,8.4
Anne Duran,18,Male,9th,7.3,6.4,51,5,0.0,1,9,6,0,1.3,52,19,3.1,2.9,2.8,Other,10,9.8,10.0
Taylor Miller,14,Male,12th,6.1,6.1,69,6,0.6,8,9,7,0,0.5,85,11,4.4,0.3,1.2,Browsing,6,5.8,10.0
Krista Young,16,Other,7th,5.5,6.3,62,8,1.5,10,2,7,1,0.6,113,10,3.8,0.3,0.1,Other,7,5.4,10.0
Miranda Baker,13,Male,11th,5.9,7.0,79,0,1.1,7,6,7,0,0.3,40,19,0.5,0.3,1.5,Education,4,4.6,7.8
Tammy Stewart,16,Other,7th,3.2,5.2,86,4,2.1,8,3,5,0,1.3,50,13,2.3,0.6,2.4,Education,3,4.4,7.1
Brittany King,19,Female,12th,3.0,10.0,96,2,0.5,9,1,10,0,1.3,134,10,1.9,1.5,1.2,Gaming,1,4.7,6.1
Garrett Brown,18,Other,8th,2.6,5.4,86,6,0.8,6,9,3,1,0.9,90,12,2.9,1.4,1.3,Education,4,5.9,8.4
Catherine Mcgee,13,Female,7th,2.7,6.1,96,0,0.8,7,9,2,1,0.7,110,5,2.0,2.0,0.0,Education,6,2.9,6.8
Christopher Boyle,14,Female,7th,8.8,7.6,88,8,1.5,3,1,5,1,0.8,52,8,1.9,1.5,1.9,Gaming,1,5.2,10.0
Sabrina Murphy,16,Other,10th,4.4,9.4,67,1,0.6,7,6,6,1,1.6,31,13,1.8,1.3,0.2,Gaming,1,4.2,6.0
William Baker,18,Other,12th,4.3,4.8,60,4,2.2,4,2,3,0,1.0,127,14,1.6,1.9,1.1,Gaming,4,6.6,10.0
Tracy Perez,19,Male,8th,4.7,7.9,85,3,1.4,7,5,4,1,0.4,33,19,1.8,1.4,1.3,Education,3,4.3,8.4
Robert Cannon,13,Male,8th,7.6,6.8,92,7,1.0,2,9,8,1,1.6,50,9,2.8,2.5,1.4,Browsing,10,10.2,10.0
Samuel Taylor,13,Female,12th,5.2,9.0,99,1,0.4,5,7,1,1,0.6,64,16,2.3,0.5,1.2,Browsing,7,8.7,8.0
Pamela Alvarez,17,Male,7th,6.4,6.9,82,1,0.7,2,6,6,0,1.4,56,10,1.4,1.9,1.8,Other,2,1.6,9.4
Christopher Park,18,Other,8th,6.7,6.7,63,8,2.5,8,4,5,1,1.2,111,11,2.5,2.2,1.2,Social Media,9,7.9,10.0
Jorge Miller,17,Male,8th,3.1,7.1,100,2,2.1,8,3,5,0,0.5,80,7,1.8,0.0,1.8,Gaming,9,6.1,4.4
Johnathan Benitez,15,Male,10th,4.6,4.8,67,6,0.2,5,5,1,0,1.6,141,18,2.7,0.3,1.1,Education,6,5.1,10.0
Gregory Foster,13,Other,12th,5.1,8.8,99,1,2.6,5,8,10,1,1.2,140,16,1.7,2.5,1.0,Other,5,7.3,10.0
Amber Juarez,16,Other,8th,1.7,6.1,93,6,0.0,7,1,4,0,0.9,54,8,4.3,2.6,0.9,Gaming,6,3.1,8.2
Michelle Green,19,Male,10th,1.5,10.0,69,5,1.4,1,1,7,0,1.5,24,16,2.9,1.3,0.8,Other,2,4.3,4.4
Christopher Smith,17,Other,11th,4.9,6.9,69,6,1.9,9,5,2,1,1.6,139,19,3.5,0.6,0.9,Social Media,8,5.7,10.0
Amanda Castro,15,Female,7th,7.9,6.8,53,1,0.8,6,8,3,1,0.6,29,14,2.7,1.0,1.7,Education,4,8.0,10.0
Mark Steele,19,Female,7th,6.1,5.4,65,10,0.0,4,4,8,1,1.1,111,15,2.2,0.7,1.5,Gaming,2,6.8,10.0
Gina Turner,19,Other,9th,4.3,9.3,81,3,2.0,8,9,7,1,0.0,111,16,2.2,1.9,0.1,Other,3,7.0,9.2
Joshua Murillo,15,Female,7th,6.6,5.5,71,3,0.8,5,6,4,1,0.1,40,13,2.2,2.3,0.4,Education,8,6.7,10.0
Jill Baldwin,18,Male,10th,6.7,7.6,95,2,1.0,1,5,1,0,1.8,136,17,3.7,1.5,0.7,Social Media,8,6.6,10.0
Melissa Scott,18,Female,10th,4.7,10.0,93,1,1.7,5,4,3,1,1.3,127,10,3.8,2.4,2.0,Education,5,2.4,10.0
Cynthia Hill,15,Female,10th,5.5,5.4,83,8,0.1,8,1,5,0,0.8,104,6,1.3,1.1,1.2,Other,6,7.5,8.5
Sabrina Thompson,16,Female,10th,3.2,5.9,79,3,1.9,6,3,2,0,1.5,33,17,3.2,1.4,2.0,Education,5,5.9,8.9
Sheri Chavez,14,Male,7th,7.5,6.2,76,6,0.0,4,1,6,0,1.7,42,20,2.0,3.2,1.1,Browsing,8,10.7,10.0
Dr. Kevin Smith,14,Male,10th,6.3,8.1,51,2,1.4,5,3,4,0,1.0,76,6,4.2,0.0,0.6,Browsing,1,5.3,9.2
Janet Stevens,13,Male,12th,4.2,6.2,50,8,1.2,8,3,6,0,0.6,20,12,1.5,2.8,1.1,Education,2,4.8,8.2
Mr. William Flores,16,Other,8th,0.4,4.0,81,5,2.5,4,5,5,1,1.3,37,9,2.1,0.9,1.6,Other,2,6.6,3.9
Joseph Meyer,18,Other,10th,3.5,5.5,83,2,2.1,3,8,1,0,1.0,37,20,3.2,1.2,1.6,Browsing,6,6.4,9.9
Margaret West,15,Other,7th,5.4,5.9,62,9,3.0,10,4,1,1,1.3,39,15,3.6,1.6,1.0,Browsing,6,5.8,10.0
Andrea Martinez,15,Other,8th,4.7,6.8,59,8,0.6,4,8,9,1,0.8,99,11,3.1,1.3,1.2,Gaming,7,6.5,9.9
Jerry Holt,19,Male,11th,3.0,6.6,96,1,1.3,5,4,1,1,1.3,116,10,1.9,0.8,1.2,Education,5,6.0,6.7
Jodi Davis,15,Female,10th,6.4,6.3,96,1,1.9,1,10,4,0,0.9,82,6,0.7,1.4,1.8,Other,7,4.9,8.2
Kenneth Rivas,16,Female,9th,6.3,6.3,61,8,1.6,8,1,5,1,1.6,76,17,1.7,2.1,0.3,Education,2,5.8,10.0
Ryan Williams,13,Male,12th,4.4,5.3,66,1,0.0,4,4,10,1,0.7,111,10,4.1,1.7,0.0,Other,8,4.7,10.0
Scott Zimmerman,18,Other,8th,3.5,4.0,54,6,1.1,1,6,8,0,0.7,69,13,2.6,1.2,2.1,Education,7,6.8,9.3
Anthony Sanchez,15,Other,7th,1.0,5.9,83,9,1.2,4,7,7,0,0.8,84,17,2.1,2.9,1.0,Social Media,9,6.6,8.1
Andrew Velazquez,13,Other,7th,4.9,6.7,87,2,1.2,6,5,9,0,1.3,44,17,3.0,2.9,1.3,Browsing,3,3.2,10.0
Michael Fleming,17,Male,11th,2.6,6.1,94,3,1.2,5,5,3,0,1.1,128,17,2.0,0.3,1.0,Gaming,4,11.2,7.8
Casey Santos,14,Female,7th,2.7,5.1,69,9,0.6,9,2,3,1,0.7,139,11,2.0,0.0,1.1,Browsing,7,6.3,7.1
Jessica Howard,16,Male,10th,6.5,5.3,57,1,1.8,7,4,4,1,0.9,44,13,2.7,0.5,1.4,Education,6,8.0,10.0
